Activity;Resource;Date;Time;Column 5;Column 6;Column 7;Decision Type
Drop-grouped-1;Fadhel;15.04.2019;17:10:12;Drop;grouped;1;manual
Riser-grouped-0;Fadhel;15.04.2019;17:10:12;Riser;grouped;0;propagated
Pursuit-grouped-0;Fadhel;15.04.2019;17:10:12;Pursuit;grouped;0;propagated
Iron-grouped-0;Fadhel;15.04.2019;17:10:17;Iron;grouped;0;propagated
Alu-grouped-0;Fadhel;15.04.2019;17:10:17;Alu;grouped;0;propagated
Carbon-grouped-1;Fadhel;15.04.2019;17:10:17;Carbon;grouped;1;propagated
CarbonPost-grouped-1;Fadhel;15.04.2019;17:10:17;CarbonPost;grouped;1;manual
IronPost-grouped-0;Fadhel;15.04.2019;17:10:17;IronPost;grouped;0;propagated
White-grouped-1;Fadhel;15.04.2019;17:10:23;White;grouped;1;manual
Large-grouped-1;Fadhel;15.04.2019;17:10:26;Large;grouped;1;manual
Medium-grouped-0;Fadhel;15.04.2019;17:10:26;Medium;grouped;0;propagated
Small-grouped-0;Fadhel;15.04.2019;17:10:26;Small;grouped;0;propagated
Blue-grouped-1;Fadhel;15.04.2019;17:10:31;Blue;grouped;1;manual
Red-grouped-0;Fadhel;15.04.2019;17:10:35;Red;grouped;0;manual
