Activity;Resource;Date;Time;Column 5;Column 6;Column 7;Decision Type
Lock-grouped-0;ahmedBT;15.04.2019;17:43:08;Lock;grouped;0;manual
AlarmSystem-grouped-0;ahmedBT;15.04.2019;17:43:10;AlarmSystem;grouped;0;manual
GPS-grouped-0;ahmedBT;15.04.2019;17:43:11;GPS;grouped;0;propagated
GeolocalisationSystem-grouped-0;ahmedBT;15.04.2019;17:43:11;GeolocalisationSystem;grouped;0;manual
Drop-grouped-1;ahmedBT;15.04.2019;17:43:27;Drop;grouped;1;manual
Riser-grouped-0;ahmedBT;15.04.2019;17:43:27;Riser;grouped;0;propagated
Pursuit-grouped-0;ahmedBT;15.04.2019;17:43:27;Pursuit;grouped;0;propagated
Iron-grouped-0;ahmedBT;15.04.2019;17:43:47;Iron;grouped;0;propagated
Alu-grouped-0;ahmedBT;15.04.2019;17:43:47;Alu;grouped;0;propagated
Carbon-grouped-1;ahmedBT;15.04.2019;17:43:47;Carbon;grouped;1;propagated
CarbonPost-grouped-1;ahmedBT;15.04.2019;17:43:47;CarbonPost;grouped;1;manual
IronPost-grouped-0;ahmedBT;15.04.2019;17:43:47;IronPost;grouped;0;propagated
24inch-grouped-1;ahmedBT;15.04.2019;17:43:56;24inch;grouped;1;manual
26inch-grouped-0;ahmedBT;15.04.2019;17:43:56;26inch;grouped;0;propagated
27-5inch-grouped-0;ahmedBT;15.04.2019;17:43:56;27-5inch;grouped;0;propagated
29inch-grouped-0;ahmedBT;15.04.2019;17:43:56;29inch;grouped;0;propagated
20inch-grouped-0;ahmedBT;15.04.2019;17:43:56;20inch;grouped;0;propagated
15inch-grouped-0;ahmedBT;15.04.2019;17:43:56;15inch;grouped;0;propagated
Light-optional-0;ahmedBT;15.04.2019;17:43:58;Light;optional;0;manual
LedBlue-grouped-0;ahmedBT;15.04.2019;17:43:58;LedBlue;grouped;0;propagated
LedYellow-grouped-0;ahmedBT;15.04.2019;17:43:58;LedYellow;grouped;0;propagated
WheelsKind-optional-0;ahmedBT;15.04.2019;17:43:59;WheelsKind;optional;0;manual
AllYear-grouped-0;ahmedBT;15.04.2019;17:43:59;AllYear;grouped;0;propagated
Summer-grouped-0;ahmedBT;15.04.2019;17:43:59;Summer;grouped;0;propagated
Winter-grouped-0;ahmedBT;15.04.2019;17:43:59;Winter;grouped;0;propagated
Application-optional-0;ahmedBT;15.04.2019;17:44:01;Application;optional;0;manual
GoogleMaps-optional-0;ahmedBT;15.04.2019;17:44:01;GoogleMaps;optional;0;propagated
Navigator-optional-0;ahmedBT;15.04.2019;17:44:01;Navigator;optional;0;propagated
Guider-optional-0;ahmedBT;15.04.2019;17:44:01;Guider;optional;0;propagated
Music-optional-0;ahmedBT;15.04.2019;17:44:01;Music;optional;0;propagated
EnergySource-optional-1;ahmedBT;15.04.2019;17:44:05;EnergySource;optional;1;propagated
SolarPanel-grouped-0;ahmedBT;15.04.2019;17:44:05;SolarPanel;grouped;0;propagated
Dynamo-grouped-0;ahmedBT;15.04.2019;17:44:05;Dynamo;grouped;0;propagated
Battery-grouped-1;ahmedBT;15.04.2019;17:44:05;Battery;grouped;1;manual
Basket-optional-1;ahmedBT;15.04.2019;17:44:07;Basket;optional;1;propagated
Wooden-grouped-0;ahmedBT;15.04.2019;17:44:07;Wooden;grouped;0;propagated
SteelWires-grouped-1;ahmedBT;15.04.2019;17:44:07;SteelWires;grouped;1;manual
Engine-grouped-1;ahmedBT;15.04.2019;17:44:09;Engine;grouped;1;manual
FootPedal-grouped-0;ahmedBT;15.04.2019;17:44:10;FootPedal;grouped;0;manual
CompUnit-optional-0;ahmedBT;15.04.2019;17:44:13;CompUnit;optional;0;manual
Tablet-grouped-0;ahmedBT;15.04.2019;17:44:13;Tablet;grouped;0;propagated
Triathlon-grouped-1;ahmedBT;15.04.2019;17:44:15;Triathlon;grouped;1;manual
StepThrough-grouped-0;ahmedBT;15.04.2019;17:44:15;StepThrough;grouped;0;propagated
Diamond-grouped-0;ahmedBT;15.04.2019;17:44:15;Diamond;grouped;0;propagated
Suspension-grouped-1;ahmedBT;15.04.2019;17:44:25;Suspension;grouped;1;manual
Static-grouped-0;ahmedBT;15.04.2019;17:44:25;Static;grouped;0;propagated
Plastic-grouped-0;ahmedBT;15.04.2019;17:44:26;Plastic;grouped;0;propagated
Gel-grouped-1;ahmedBT;15.04.2019;17:44:26;Gel;grouped;1;manual
XLarge-grouped-0;ahmedBT;15.04.2019;17:44:32;XLarge;grouped;0;propagated
Large-grouped-1;ahmedBT;15.04.2019;17:44:32;Large;grouped;1;manual
Medium-grouped-0;ahmedBT;15.04.2019;17:44:32;Medium;grouped;0;propagated
Small-grouped-0;ahmedBT;15.04.2019;17:44:32;Small;grouped;0;propagated
2years-grouped-0;ahmedBT;15.04.2019;17:44:33;2years;grouped;0;propagated
3years-grouped-0;ahmedBT;15.04.2019;17:44:33;3years;grouped;0;propagated
LifeTime-grouped-1;ahmedBT;15.04.2019;17:44:33;LifeTime;grouped;1;manual
Red-grouped-1;ahmedBT;15.04.2019;17:44:46;Red;grouped;1;manual
Blue-grouped-0;ahmedBT;15.04.2019;17:44:47;Blue;grouped;0;manual
White-grouped-0;ahmedBT;15.04.2019;17:44:48;White;grouped;0;manual
